testype	name1	name2	ceiling1	floor1	ceiling2	floor2	meandate1	meandate2	acc1	acc2	alienacc1	alienacc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1
self2	SubjShortstoriesOther_randomA	SubjShortstoriesOther_randomB					1974.585	1974.32	0.78	0.78	0.825	0.82	1.21893698536	1.22771083363	1.21016313709	-0.0425	-0.04	-0.045
crossAB	Humor-Not-Christian_randomA	Christian-Not-Humor_randomB					1989.92	1973.63	0.82	0.825	0.475	0.495	-0.041530344547	-0.112277730042	0.0292170409481	0.3375	0.33	0.345
crossAB	Horror-Not-SubjSFAmerican_randomA	SubjSFAmerican-Not-Horror_randomB					1991.435	1981.195	0.845	0.915	0.71	0.805	0.949916603142	0.937360860031	0.962472346254	0.1225	0.11	0.135
self1	Humor-Not-Christian_randomA	Humor-Not-Christian_randomB					1989.92	1990.01	0.82	0.81	0.88	0.915	1.06167710121	1.01049251331	1.1128616891	-0.0825	-0.105	-0.06
self1	Horror-Not-SubjSFAmerican_randomA	Horror-Not-SubjSFAmerican_randomB					1991.435	1989.485	0.845	0.875	0.88	0.92	1.52914180161	1.54303419454	1.51524940868	-0.04	-0.045	-0.035
crossBA	Humor-Not-Christian_randomB	Christian-Not-Humor_randomA					1990.01	1972.73	0.81	0.82	0.45	0.46	-0.162273038782	-0.233290833494	-0.0912552440701	0.36	0.36	0.36
crossBA	Horror-Not-SubjSFAmerican_randomB	SubjSFAmerican-Not-Horror_randomA					1989.485	1981.825	0.875	0.915	0.74	0.825	0.89725937365	0.912847297138	0.881671450162	0.1125	0.09	0.135
self2	Christian-Not-Humor_randomA	Christian-Not-Humor_randomB					1972.73	1973.63	0.82	0.825	0.95	0.925	1.22181212793	1.30403019464	1.13959406123	-0.115	-0.1	-0.13
self2	SubjSFAmerican-Not-Horror_randomA	SubjSFAmerican-Not-Horror_randomB					1981.825	1981.195	0.915	0.915	0.91	0.95	1.32257131222	1.37719901518	1.26794360927	-0.015	-0.035	0.005
crossAB	Humor_randomA	Juvenile_randomB					1990.17	1892.49	0.825	0.81	0.455	0.49	-0.179505415249	-0.257358609029	-0.101652221469	0.345	0.32	0.37
crossAB	Horror_randomA	SubjFantasy_randomB					1991.42	1983.5	0.85	0.885	0.81	0.755	1.04571528277	0.996325179537	1.095105386	0.085	0.13	0.04
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
self1	Horror_randomA	Horror_randomB					1991.42	1989.3	0.85	0.905	0.88	0.95	1.3477431493	1.39662576079	1.29886053782	-0.0375	-0.045	-0.03
crossBA	Humor_randomB	Juvenile_randomA					1989.82	1892.295	0.815	0.81	0.5	0.515	-0.00313879090059	-0.0296329112068	0.0233553294056	0.305	0.295	0.315
crossBA	Horror_randomB	SubjFantasy_randomA					1989.3	1983.555	0.905	0.84	0.81	0.715	0.988108957739	0.831805972543	1.14441194293	0.11	0.125	0.095
self2	Juvenile_randomA	Juvenile_randomB					1892.295	1892.49	0.81	0.81	0.87	0.91	1.18767191376	1.17019167943	1.2051521481	-0.08	-0.1	-0.06
self2	SubjFantasy_randomA	SubjFantasy_randomB					1983.555	1983.5	0.84	0.885	0.885	0.945	1.38533890171	1.40085648128	1.36982132215	-0.0525	-0.06	-0.045
crossAB	Humor_randomA	Western_randomB					1990.17	1967.605	0.825	0.895	0.46	0.4	-0.366306088315	-0.438399373691	-0.294212802939	0.43	0.495	0.365
crossAB	Christian_randomA	Juvenile_randomB					1972.54	1892.49	0.87	0.81	0.565	0.555	0.398835286457	0.232304742188	0.565365830726	0.28	0.255	0.305
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossBA	Humor_randomB	Western_randomA					1989.82	1967.53	0.815	0.895	0.485	0.455	-0.255304576813	-0.231382365179	-0.279226788447	0.385	0.44	0.33
crossBA	Christian_randomB	Juvenile_randomA					1972.975	1892.295	0.82	0.81	0.53	0.58	0.317017412713	0.288818530567	0.34521629486	0.26	0.23	0.29
self2	Western_randomA	Western_randomB					1967.53	1967.605	0.895	0.895	0.925	0.95	1.70650913857	1.71768309724	1.69533517991	-0.0425	-0.055	-0.03
self2	Juvenile_randomA	Juvenile_randomB					1892.295	1892.49	0.81	0.81	0.87	0.91	1.18767191376	1.17019167943	1.2051521481	-0.08	-0.1	-0.06
crossAB	Humor_randomA	SubjJuvenile_randomB					1990.17	1910.375	0.825	0.83	0.445	0.46	-0.235420228872	-0.325675699885	-0.145164757858	0.375	0.37	0.38
crossAB	Christian_randomA	Western_randomB					1972.54	1967.605	0.87	0.895	0.485	0.6	0.358109589557	0.466088364608	0.250130814505	0.34	0.295	0.385
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossBA	Humor_randomB	SubjJuvenile_randomA					1989.82	1910.43	0.815	0.835	0.465	0.51	-0.0940837528265	-0.115911215097	-0.0722562905555	0.3375	0.325	0.35
crossBA	Christian_randomB	Western_randomA					1972.975	1967.53	0.82	0.895	0.515	0.58	0.184278253354	0.297280270996	0.0712762357133	0.31	0.315	0.305
self2	SubjJuvenile_randomA	SubjJuvenile_randomB					1910.43	1910.375	0.835	0.83	0.865	0.925	1.63980377352	1.54494951658	1.73465803045	-0.0625	-0.095	-0.03
self2	Western_randomA	Western_randomB					1967.53	1967.605	0.895	0.895	0.925	0.95	1.70650913857	1.71768309724	1.69533517991	-0.0425	-0.055	-0.03
crossAB	Humor-Not-Political_randomA	Political-Not-Humor_randomB					1990.27	1988.2422680412371	0.82	0.778350515464	0.57	0.556701030928	0.298826376709	0.337508598382	0.260144155037	0.235824742268	0.221649484536	0.25
crossAB	Christian_randomA	SubjJuvenile_randomB					1972.54	1910.375	0.87	0.83	0.51	0.62	0.31705456884	0.362289032315	0.271820105365	0.285	0.21	0.36
self1	Humor-Not-Political_randomA	Humor-Not-Political_randomB					1990.27	1990.44	0.82	0.815	0.865	0.865	1.21935570554	1.15060816271	1.28810324838	-0.0475	-0.05	-0.045
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossBA	Christian_randomB	SubjJuvenile_randomA					1972.975	1910.43	0.82	0.835	0.52	0.545	0.128797609463	0.0683398976889	0.189255321237	0.295	0.29	0.3
crossBA	Humor-Not-Political_randomB	Political-Not-Humor_randomA					1990.44	1988.3724489795918	0.815	0.760204081633	0.615	0.561224489796	0.355546832377	0.450132973523	0.260960691231	0.199489795918	0.198979591837	0.2
self2	SubjJuvenile_randomA	SubjJuvenile_randomB					1910.43	1910.375	0.835	0.83	0.865	0.925	1.63980377352	1.54494951658	1.73465803045	-0.0625	-0.095	-0.03
self2	Political-Not-Humor_randomA	Political-Not-Humor_randomB					1988.3724489795918	1988.2422680412371	0.760204081633	0.778350515464	0.852040816327	0.840206185567	0.939071689792	0.937416355109	0.940727024474	-0.0768462023985	-0.0618556701031	-0.0918367346939
crossAB	Christian_randomA	Political_randomB					1972.54	1988.25	0.87	0.785	0.455	0.45	-0.130042845627	-0.0511734010295	-0.208912290225	0.375	0.335	0.415
crossAB	Humor_randomA	Shortstories_randomB					1990.17	1987.18	0.825	0.655	0.41	0.475	-0.353561511508	-0.369342346101	-0.337780676914	0.2975	0.18	0.415
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossBA	Christian_randomB	Political_randomA					1972.975	1988.255	0.82	0.785	0.51	0.495	0.016696299816	0.183116164833	-0.149723565201	0.3	0.29	0.31
crossBA	Humor_randomB	Shortstories_randomA					1989.82	1986.255	0.815	0.67	0.45	0.445	-0.307257107005	-0.343074885976	-0.271439328034	0.295	0.225	0.365
self2	Political_randomA	Political_randomB					1988.255	1988.25	0.785	0.785	0.86	0.875	1.11304259133	1.08200069452	1.14408448814	-0.0825	-0.09	-0.075
self2	Shortstories_randomA	Shortstories_randomB					1986.255	1987.18	0.67	0.655	0.73	0.775	0.743562677898	0.585651157223	0.901474198573	-0.09	-0.12	-0.06
crossAB	Christian_randomA	Shortstories_randomB					1972.54	1987.18	0.87	0.655	0.45	0.465	-0.185410888358	-0.074793018929	-0.296028757787	0.305	0.19	0.42
crossAB	Humor-Not-Bildungsroman_randomA	Bildungsroman-Not-Humor_randomB					1988.8163265306123	1978.3979591836735	0.821428571429	0.668367346939	0.525510204082	0.545918367347	0.167932591741	0.0997469770538	0.236118206429	0.209183673469	0.122448979592	0.295918367347
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self1	Humor-Not-Bildungsroman_randomA	Humor-Not-Bildungsroman_randomB					1988.8163265306123	1988.969696969697	0.821428571429	0.808080808081	0.897959183673	0.893939393939	1.29084743356	1.27065013252	1.31104473459	-0.0811945990517	-0.0858585858586	-0.0765306122449
crossBA	Christian_randomB	Shortstories_randomA					1972.975	1986.255	0.82	0.67	0.31	0.47	-0.462896744723	-0.217725744133	-0.708067745314	0.355	0.2	0.51
crossBA	Humor-Not-Bildungsroman_randomB	Bildungsroman-Not-Humor_randomA					1988.969696969697	1978.438775510204	0.808080808081	0.724489795918	0.545454545455	0.535714285714	0.0641804175388	0.0397263575023	0.0886344775753	0.225700886415	0.188775510204	0.262626262626
self2	Shortstories_randomA	Shortstories_randomB					1986.255	1987.18	0.67	0.655	0.73	0.775	0.743562677898	0.585651157223	0.901474198573	-0.09	-0.12	-0.06
self2	Bildungsroman-Not-Humor_randomA	Bildungsroman-Not-Humor_randomB					1978.438775510204	1978.3979591836735	0.724489795918	0.668367346939	0.821428571429	0.780612244898	0.652000022415	0.542679947067	0.761320097762	-0.104591836735	-0.112244897959	-0.0969387755102
crossAB	Christian_randomA	Bildungsroman_randomB					1972.54	1977.27	0.87	0.695	0.465	0.485	-0.0315287977033	0.0636996074233	-0.12675720283	0.3075	0.21	0.405
crossAB	Humor_randomA	Love_randomB					1990.17	1983.285	0.825	0.715	0.565	0.5	0.149780595697	0.0719260720775	0.227635119317	0.2375	0.215	0.26
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossBA	Christian_randomB	Bildungsroman_randomA					1972.975	1977.335	0.82	0.705	0.445	0.48	-0.166042819056	-0.0591824780067	-0.272903160106	0.3	0.225	0.375
crossBA	Humor_randomB	Love_randomA					1989.82	1982.71	0.815	0.715	0.545	0.53	0.151798050202	0.133323180041	0.170272920363	0.2275	0.185	0.27
self2	Bildungsroman_randomA	Bildungsroman_randomB					1977.335	1977.27	0.705	0.695	0.805	0.795	0.729741819614	0.68706144284	0.772422196389	-0.1	-0.1	-0.1
self2	Love_randomA	Love_randomB					1982.71	1983.285	0.715	0.715	0.835	0.87	0.851039202468	0.90258029252	0.799498112416	-0.1375	-0.155	-0.12
crossAB	Christian_randomA	Love_randomB					1972.54	1983.285	0.87	0.715	0.66	0.57	0.39921350334	0.338050825568	0.460376181112	0.1775	0.145	0.21
crossAB	Humor_randomA	SubjHorror_randomB					1990.17	1976.405	0.825	0.91	0.49	0.4	-0.240986801387	-0.296485087436	-0.185488515337	0.4225	0.51	0.335
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossBA	Christian_randomB	Love_randomA					1972.975	1982.71	0.82	0.715	0.59	0.595	0.310983752081	0.373702996061	0.248264508101	0.175	0.12	0.23
crossBA	Humor_randomB	SubjHorror_randomA					1989.82	1976.405	0.815	0.91	0.475	0.425	-0.152806362963	-0.198656068201	-0.106956657726	0.4125	0.485	0.34
self2	Love_randomA	Love_randomB					1982.71	1983.285	0.715	0.715	0.835	0.87	0.851039202468	0.90258029252	0.799498112416	-0.1375	-0.155	-0.12
self2	SubjHorror_randomA	SubjHorror_randomB					1976.405	1976.405	0.91	0.91	0.9	0.935	1.59976555578	1.62261474917	1.57691636238	-0.0075	-0.025	0.01
crossAB	Christian_randomA	SubjHorror_randomB					1972.54	1976.405	0.87	0.91	0.48	0.495	0.066094987126	0.164872422556	-0.032682448304	0.4025	0.415	0.39
crossAB	Humor_randomA	War_randomB					1990.17	1970.515	0.825	0.85	0.46	0.39	-0.251684416073	-0.396040430231	-0.107328401915	0.4125	0.46	0.365
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossBA	Christian_randomB	SubjHorror_randomA					1972.975	1976.405	0.82	0.91	0.5	0.48	-0.0907411329287	0.049156783675	-0.230639049532	0.375	0.43	0.32
crossBA	Humor_randomB	War_randomA					1989.82	1970.625	0.815	0.815	0.465	0.41	-0.471098267884	-0.469863417636	-0.472333118132	0.3775	0.405	0.35
self2	SubjHorror_randomA	SubjHorror_randomB					1976.405	1976.405	0.91	0.91	0.9	0.935	1.59976555578	1.62261474917	1.57691636238	-0.0075	-0.025	0.01
crossAB	Christian_randomA	War_randomB					1972.54	1970.515	0.87	0.85	0.49	0.47	-0.0180803196823	-0.0981600056415	0.0619993662768	0.38	0.38	0.38
self2	War_randomA	War_randomB					1970.625	1970.515	0.815	0.85	0.9	0.94	1.2261624368	1.2335920599	1.21873281369	-0.0875	-0.09	-0.085
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossAB	Humor-Not-Mystery_randomA	Mystery-Not-Humor_randomB					1991.23	1980.94	0.82	0.85	0.56	0.54	0.327522835825	0.314166332056	0.340879339594	0.285	0.31	0.26
crossBA	Christian_randomB	War_randomA					1972.975	1970.625	0.82	0.815	0.53	0.54	-0.0230134007945	0.0351092962356	-0.0811360978245	0.2825	0.275	0.29
self1	Humor-Not-Mystery_randomA	Humor-Not-Mystery_randomB					1991.23	1989.78	0.82	0.83	0.865	0.865	1.1880991784	1.25522649145	1.12097186535	-0.04	-0.035	-0.045
crossBA	Humor-Not-Mystery_randomB	Mystery-Not-Humor_randomA					1989.78	1981.76	0.83	0.815	0.555	0.54	0.392365250371	0.376792841317	0.407937659425	0.275	0.275	0.275
self2	War_randomA	War_randomB					1970.625	1970.515	0.815	0.85	0.9	0.94	1.2261624368	1.2335920599	1.21873281369	-0.0875	-0.09	-0.085
self2	Mystery-Not-Humor_randomA	Mystery-Not-Humor_randomB					1981.76	1980.94	0.815	0.85	0.85	0.9	1.67674753211	1.74585134222	1.607643722	-0.0425	-0.05	-0.035
crossAB	Christian_randomA	Mystery_randomB					1972.54	1981.17	0.87	0.835	0.485	0.445	-0.0928030097389	-0.0836461234139	-0.101959896064	0.3875	0.39	0.385
crossAB	Humor-Not-Novel_randomA	Novel-Not-Humor_randomB					1989.815	1981.9	0.77	0.505	0.56	0.515	0.0993674327429	0.0669565517285	0.131778313757	0.1	-0.01	0.21
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossBA	Christian_randomB	Mystery_randomA					1972.975	1981.645	0.82	0.82	0.45	0.465	-0.0161064248111	-0.0276077019402	-0.00460514768198	0.3625	0.355	0.37
self1	Humor-Not-Novel_randomA	Humor-Not-Novel_randomB					1989.815	1989.905	0.77	0.82	0.82	0.845	1.09529991378	1.04943227364	1.14116755393	-0.0375	-0.025	-0.05
self2	Mystery_randomA	Mystery_randomB					1981.645	1981.17	0.82	0.835	0.89	0.885	1.28390540267	1.3766992943	1.19111151105	-0.06	-0.05	-0.07
crossBA	Humor-Not-Novel_randomB	Novel-Not-Humor_randomA					1989.905	1981.725	0.82	0.52	0.46	0.52	-0.0700498707462	-0.00520967737174	-0.134890064121	0.18	0.0	0.36
crossAB	Christian_randomA	Novel_randomB					1972.54	1981.81	0.87	0.55	0.52	0.485	0.0423265564946	0.105107476372	-0.0204543633827	0.2075	0.065	0.35
self2	Novel-Not-Humor_randomA	Novel-Not-Humor_randomB					1981.725	1981.9	0.52	0.505	0.74	0.75	0.0472319199032	0.0300502931049	0.0644135467014	-0.2325	-0.245	-0.22
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossAB	Humor-Not-Psychological_randomA	Psychological-Not-Humor_randomB					1990.105	1996.845	0.805	0.715	0.645	0.58	0.333633835629	0.272228397043	0.395039274215	0.1475	0.135	0.16
crossBA	Christian_randomB	Novel_randomA					1972.975	1981.895	0.82	0.595	0.625	0.535	0.162077554089	0.150403158761	0.173751949417	0.1275	0.06	0.195
self1	Humor-Not-Psychological_randomA	Humor-Not-Psychological_randomB					1990.105	1990.1	0.805	0.825	0.86	0.86	1.17206485355	1.14049843809	1.20363126902	-0.045	-0.035	-0.055
self2	Novel_randomA	Novel_randomB					1981.895	1981.81	0.595	0.55	0.715	0.79	0.357723128542	0.187146815899	0.528299441185	-0.18	-0.24	-0.12
crossBA	Humor-Not-Psychological_randomB	Psychological-Not-Humor_randomA					1990.1	1996.84	0.825	0.735	0.595	0.545	0.226923906934	0.227472476086	0.226375337782	0.21	0.19	0.23
crossAB	Christian-Not-Psychological_randomA	Psychological-Not-Christian_randomB					1972.53	1996.9	0.835	0.72	0.48	0.49	-0.0380116695936	0.0344349646941	-0.110458303881	0.2925	0.23	0.355
self2	Psychological-Not-Humor_randomA	Psychological-Not-Humor_randomB					1996.84	1996.845	0.735	0.715	0.795	0.805	0.788495183496	0.692320226453	0.88467014054	-0.075	-0.09	-0.06
self1	Christian-Not-Psychological_randomA	Christian-Not-Psychological_randomB					1972.53	1972.535	0.835	0.835	0.955	0.945	1.33419459568	1.32113204724	1.34725714412	-0.115	-0.11	-0.12
crossAB	Humor_randomA	SubjHumor_randomB					1990.17	1924.1	0.825	0.945	0.76	0.885	1.13707787485	1.20492897618	1.06922677352	0.0625	0.06	0.065
crossBA	Christian-Not-Psychological_randomB	Psychological-Not-Christian_randomA					1972.535	1996.92	0.835	0.68	0.455	0.49	-0.143128026618	-0.090672937798	-0.195583115438	0.285	0.19	0.38
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
self2	Psychological-Not-Christian_randomA	Psychological-Not-Christian_randomB					1996.92	1996.9	0.68	0.72	0.79	0.805	0.768946389238	0.829507568617	0.708385209859	-0.0975	-0.085	-0.11
crossBA	Humor_randomB	SubjHumor_randomA					1989.82	1924.88	0.815	0.93	0.68	0.815	0.94795299087	1.06818574623	0.827720235514	0.125	0.115	0.135
crossAB	Christian_randomA	SubjHumor_randomB					1972.54	1924.1	0.87	0.945	0.475	0.435	-0.365621524903	-0.351474369528	-0.379768680278	0.4525	0.51	0.395
self2	SubjHumor_randomA	SubjHumor_randomB					1924.88	1924.1	0.93	0.945	0.91	0.935	1.65905798076	1.67771435905	1.64040160248	0.015	0.01	0.02
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossAB	Humor_randomA	SubjFairytales_randomB					1990.17	1925.8989898989898	0.825	0.964646464646	0.43	0.40404040404	-0.578000969349	-0.663730479057	-0.492271459641	0.477803030303	0.560606060606	0.395
crossBA	Christian_randomB	SubjHumor_randomA					1972.975	1924.88	0.82	0.93	0.445	0.45	-0.341922655525	-0.441858034923	-0.241987276127	0.4275	0.48	0.375
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
self2	SubjHumor_randomA	SubjHumor_randomB					1924.88	1924.1	0.93	0.945	0.91	0.935	1.65905798076	1.67771435905	1.64040160248	0.015	0.01	0.02
crossBA	Humor_randomB	SubjFairytales_randomA					1989.82	1924.03	0.815	0.96	0.475	0.415	-0.390690170145	-0.496172205829	-0.28520813446	0.4425	0.545	0.34
crossAB	Christian_randomA	SubjFairytales_randomB					1972.54	1925.8989898989898	0.87	0.964646464646	0.495	0.545454545455	0.185350313153	0.298169895643	0.0725307306634	0.397095959596	0.419191919192	0.375
self2	SubjFairytales_randomA	SubjFairytales_randomB					1924.03	1925.8989898989898	0.96	0.964646464646	0.975	0.969696969697	1.76169841702	1.77707449576	1.74632233828	-0.0100252525253	-0.00505050505051	-0.015
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossAB	Humor_randomA	SubjShortstoriesAmerican_randomB					1990.17	1968.775	0.825	0.805	0.485	0.435	-0.0795896303953	-0.107572707039	-0.0516065537514	0.355	0.37	0.34
crossBA	Christian_randomB	SubjFairytales_randomA					1972.975	1924.03	0.82	0.96	0.495	0.48	-0.133863250108	-0.0727478778161	-0.194978622399	0.4025	0.48	0.325
self2	SubjFairytales_randomA	SubjFairytales_randomB					1924.03	1925.8989898989898	0.96	0.964646464646	0.975	0.969696969697	1.76169841702	1.77707449576	1.74632233828	-0.0100252525253	-0.00505050505051	-0.015
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossAB	Christian_randomA	SubjShortstoriesAmerican_randomB					1972.54	1968.775	0.87	0.805	0.47	0.47	-0.028862464698	0.0864503811607	-0.144175310557	0.3675	0.335	0.4
crossBA	Humor_randomB	SubjShortstoriesAmerican_randomA					1989.82	1968.11	0.815	0.78	0.5	0.475	0.0363393062196	0.0937167416109	-0.0210381291718	0.31	0.305	0.315
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self2	SubjShortstoriesAmerican_randomA	SubjShortstoriesAmerican_randomB					1968.11	1968.775	0.78	0.805	0.805	0.775	0.914862731954	1.05414488083	0.775580583077	0.0025	0.03	-0.025
crossBA	Christian_randomB	SubjShortstoriesAmerican_randomA					1972.975	1968.11	0.82	0.78	0.385	0.465	-0.254498184615	-0.057853403856	-0.451142965375	0.375	0.315	0.435
crossAB	Humor_randomA	SubjHistory_randomB					1990.17	1927.825	0.825	0.82	0.415	0.425	-0.526385474314	-0.606245818297	-0.446525130331	0.4025	0.395	0.41
self2	SubjShortstoriesAmerican_randomA	SubjShortstoriesAmerican_randomB					1968.11	1968.775	0.78	0.805	0.805	0.775	0.914862731954	1.05414488083	0.775580583077	0.0025	0.03	-0.025
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossAB	Christian_randomA	SubjHistory_randomB					1972.54	1927.825	0.87	0.82	0.565	0.525	0.128422542084	0.0389636794406	0.217881404728	0.3	0.295	0.305
crossBA	Humor_randomB	SubjHistory_randomA					1989.82	1928.295	0.815	0.79	0.43	0.44	-0.55220310334	-0.550366733358	-0.554039473321	0.3675	0.35	0.385
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self2	SubjHistory_randomA	SubjHistory_randomB					1928.295	1927.825	0.79	0.82	0.85	0.885	1.24250779798	1.29148125477	1.1935343412	-0.0625	-0.065	-0.06
crossBA	Christian_randomB	SubjHistory_randomA					1972.975	1928.295	0.82	0.79	0.51	0.535	0.105264369919	0.0679978043799	0.142530935458	0.2825	0.255	0.31
crossAB	Humor_randomA	SubjShortstoriesOther_randomB					1990.17	1974.32	0.825	0.78	0.355	0.395	-0.58097799223	-0.674942580431	-0.48701340403	0.4275	0.385	0.47
self2	SubjHistory_randomA	SubjHistory_randomB					1928.295	1927.825	0.79	0.82	0.85	0.885	1.24250779798	1.29148125477	1.1935343412	-0.0625	-0.065	-0.06
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossAB	Christian_randomA	SubjShortstoriesOther_randomB					1972.54	1974.32	0.87	0.78	0.46	0.465	-0.234287459117	-0.175919945745	-0.292654972489	0.3625	0.315	0.41
crossBA	Humor_randomB	SubjShortstoriesOther_randomA					1989.82	1974.585	0.815	0.78	0.39	0.41	-0.513947522025	-0.590333961092	-0.437561082958	0.3975	0.37	0.425
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self2	SubjShortstoriesOther_randomA	SubjShortstoriesOther_randomB					1974.585	1974.32	0.78	0.78	0.825	0.82	1.21893698536	1.22771083363	1.21016313709	-0.0425	-0.04	-0.045
crossBA	Christian_randomB	SubjShortstoriesOther_randomA					1972.975	1974.585	0.82	0.78	0.385	0.415	-0.581410159829	-0.491016540634	-0.671803779023	0.4	0.365	0.435
crossAB	Humor_randomA	SubjSFAmerican_randomB					1990.17	1981.345	0.825	0.92	0.49	0.425	-0.0690325174011	-0.108612285246	-0.0294527495563	0.415	0.495	0.335
self2	SubjShortstoriesOther_randomA	SubjShortstoriesOther_randomB					1974.585	1974.32	0.78	0.78	0.825	0.82	1.21893698536	1.22771083363	1.21016313709	-0.0425	-0.04	-0.045
self1	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossAB	Christian_randomA	SubjSFAmerican_randomB					1972.54	1981.345	0.87	0.92	0.445	0.475	0.146042066159	0.259377657749	0.0327064745681	0.435	0.445	0.425
crossBA	Humor_randomB	SubjSFAmerican_randomA					1989.82	1982.785	0.815	0.9	0.53	0.44	0.0927094753265	0.0800399825536	0.105378968099	0.3725	0.46	0.285
self1	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
self2	SubjSFAmerican_randomA	SubjSFAmerican_randomB					1982.785	1981.345	0.9	0.92	0.885	0.945	1.37977533051	1.38713092113	1.37241973989	-0.005	-0.025	0.015
